Linux 5.4.0-1100-gcp (instance-3) 	02/25/23 	_x86_64_	(1 CPU)

17:06:44    kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
17:06:45            0         0      0.00         0      0.00
17:06:46            0         0      0.00         0      0.00
17:06:47            0         0      0.00         0      0.00
