Linux 5.4.0-1100-gcp (instance-3) 	02/25/23 	_x86_64_	(1 CPU)

17:07:14    kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
17:07:15            0         0      0.00         0      0.00
17:07:16            0         0      0.00         0      0.00
17:07:17            0         0      0.00         0      0.00
17:07:18            0         0      0.00         0      0.00
17:07:19            0         0      0.00         0      0.00
