Linux 5.15.0-1029-gcp (instance-2) 	02/25/23 	_aarch64_	(1 CPU)

08:32:41    kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
08:32:42            0         0      0.00         0      0.00
08:32:43            0         0      0.00         0      0.00
08:32:44            0         0      0.00         0      0.00
08:32:45            0         0      0.00         0      0.00
08:32:46            0         0      0.00         0      0.00
