Linux 5.4.0-1100-gcp (instance-3) 	02/25/23 	_x86_64_	(1 CPU)

17:08:12    kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
17:08:13            0         0      0.00         0      0.00
17:08:14            0         0      0.00         0      0.00
17:08:15            0         0      0.00         0      0.00
17:08:16            0         0      0.00         0      0.00
17:08:17            0         0      0.00         0      0.00
17:08:18            0         0      0.00         0      0.00
17:08:19            0         0      0.00         0      0.00
