Linux 5.15.0-1029-gcp (instance-2) 	02/25/23 	_aarch64_	(1 CPU)

08:32:11        CPU     %user     %nice   %system   %iowait    %steal     %idle
08:32:12        all     95.00      0.00      5.00      0.00      0.00      0.00
08:32:13        all     95.00      0.00      5.00      0.00      0.00      0.00
08:32:14        all     96.00      0.00      4.00      0.00      0.00      0.00
