Linux 5.15.0-1029-gcp (instance-2) 	02/25/23 	_aarch64_	(1 CPU)

08:32:11    kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
08:32:12            0         0      0.00         0      0.00
08:32:13            0         0      0.00         0      0.00
08:32:14            0         0      0.00         0      0.00
