Linux 5.15.0-1029-gcp (instance-2) 	02/25/23 	_aarch64_	(1 CPU)

08:30:48    kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
08:30:49      1523932   3653604    125684      3.14     40652   2139760    826260     20.63     85788   2178680    165240
08:30:50      1230388   3653608    125736      3.14     40652   2432756    826260     20.63     85788   2471740    311820
08:30:51       937092   3653644    125672      3.14     40652   2725516    826260     20.63     85788   2764472    369436
08:30:52       644024   3653576    125700      3.14     40652   3018004    826260     20.63    103368   3039340    355988
08:30:53       237424   3652760    126148      3.15     40656   3415648    826260     20.63    136492   3403892    558784
08:30:54        66100   3652096    126380      3.16     40660   3581420    826260     20.63    136496   3569652    580520
08:30:55        72236   3652640    125388      3.13     40660   3575492    826260     20.63    136388   3563568    583112
08:30:56        68560   3652480    124904      3.12     40660   3578948    826260     20.63    136664   3566200    581212
08:30:57        61888   3652704    124436      3.11     40452   3585644    826260     20.63    136772   3572156    615268
08:30:58        67064   3652144    124868      3.12     40456   3579528    826260     20.63    137072   3565660    622648
08:30:59        86312   3652920    123448      3.08     40324   3561324    826260     20.63    137232   3546564    636040
08:31:00        79824   3652612    123384      3.08     40324   3567052    826260     20.63    137428   3551812    627364
