Linux 5.10.0-21-cloud-amd64 (instance-1) 	02/25/23 	_x86_64_	(2 CPU)

05:38:09    kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
05:38:10            0         0      0.00         0      0.00
05:38:11            0         0      0.00         0      0.00
05:38:12            0         0      0.00         0      0.00
05:38:13            0         0      0.00         0      0.00
05:38:14            0         0      0.00         0      0.00
